cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,absolute-pressure,      x-velocity,      y-velocity,      z-velocity
       191,-8.510297537E-02, 3.341209888E-02, 1.338097826E-02,-3.744023438E+04,-2.071654320E+00,-5.070183277E-01, 4.077632904E+00
       192,-7.005217671E-02, 1.764384471E-02, 5.610370077E-03,-3.180718750E+04,-2.066033840E+00,-9.780676663E-02, 4.339779377E+00
       193,-4.784434289E-02, 3.356014192E-02,-4.212864488E-02, 8.237348438E+04,-7.683009505E-01, 1.101890132E-01, 1.344906569E+00
       194,-4.803821072E-02, 3.360787779E-02,-4.094967991E-02, 8.097007031E+04,-9.867500067E-01, 1.969264448E-01, 1.564861536E+00
       195,-6.542347372E-02,-1.049651131E-01, 1.100336295E-02,-5.245725000E+04,-9.313881397E-01, 3.235377371E-01,-1.323805571E+00
       196,-6.521449983E-02,-1.055003256E-01, 1.088215783E-02,-5.234471875E+04,-9.776272178E-01, 3.933917284E-01,-1.320059419E+00
       197,-9.166311473E-02, 3.164551035E-02, 2.461140975E-02,-4.436131250E+04,-1.953297496E+00,-6.329694986E-01, 4.487361908E+00
       198,-9.093760699E-02, 3.188460320E-02, 2.471359074E-02,-4.550593750E+04,-1.938276649E+00,-6.349413991E-01, 4.368088245E+00
       199,-4.890416563E-02, 3.381010145E-02,-4.067224264E-02, 7.845575000E+04,-9.955450296E-01, 1.596103758E-01, 1.485428691E+00
       200,-6.156401709E-02,-1.197680086E-01,-2.354701282E-03,-1.047464063E+04, 2.083477736E+00, 2.705019414E-01, 3.728542328E+00
       201,-6.187706813E-02,-1.209093183E-01,-2.194440225E-03,-1.203295313E+04, 2.119296551E+00, 3.766305447E-01, 3.394305468E+00
       202,-1.166999266E-01,-4.505187739E-03,-2.436189912E-02, 3.933941016E+04,-8.476268053E-01,-1.187551498E+00, 2.982650995E+00
       203,-1.152564064E-01,-4.222904798E-03,-2.459359914E-02, 3.970317578E+04,-9.103124142E-01,-1.185811996E+00, 2.955975533E+00
       204,-9.063298255E-02, 3.198181838E-02, 2.397931553E-02,-4.508965625E+04,-1.984952211E+00,-6.566383839E-01, 4.311569691E+00
       205,-6.480342150E-02,-1.057562977E-01, 1.145254541E-02,-5.339598438E+04,-9.711777568E-01, 3.887798488E-01,-1.333500624E+00
       206,-6.267886609E-02,-1.209545657E-01,-3.464312758E-03,-4.288054688E+03, 1.910298347E+00, 4.132801294E-01, 3.205245256E+00
       207,-6.209552661E-02,-1.197983176E-01,-3.202234628E-03,-6.904601563E+03, 2.043654919E+00, 3.456969261E-01, 3.787505865E+00
       208,-6.587444246E-02,-1.063854396E-01, 1.036917698E-02,-5.300612500E+04,-9.554670453E-01, 3.609525561E-01,-1.242231250E+00
       209,-5.331723019E-02,-1.212750822E-01, 9.788419120E-03,-3.368879688E+04, 2.244346619E+00, 4.939309657E-01, 4.107591629E+00
       210,-5.394937843E-02,-1.208343953E-01, 9.913835675E-03,-3.335879688E+04, 1.974599242E+00, 6.529238224E-01, 4.077987194E+00
       211,-3.312736517E-04,-7.193052769E-02, 1.465926412E-02,-6.033104688E+04,-2.749823928E-01,-2.298974544E-01,-5.095494390E-01
       212,-8.851196617E-04,-7.194122672E-02, 1.388670783E-02,-6.037779688E+04,-3.210531473E-01,-2.238766849E-01,-4.932436943E-01
       213,-5.389793962E-02,-1.213732436E-01, 8.809855208E-03,-3.223917188E+04, 2.228338480E+00, 4.557040930E-01, 4.079089642E+00
       214,-5.432749912E-02,-1.208958328E-01, 9.274708107E-03,-3.172296875E+04, 1.982071042E+00, 6.512230635E-01, 4.077083588E+00
       215,-5.295669287E-02,-1.206099540E-01, 1.071946789E-02,-3.629139063E+04, 2.186236858E+00, 5.703488588E-01, 4.209491253E+00
       216,-5.385959148E-02,-1.204548925E-01, 1.038856618E-02,-3.512735938E+04, 2.107611895E+00, 6.980109215E-01, 4.115676880E+00
       217,-2.905366570E-02,-1.011507809E-01,-4.215947911E-02, 4.494015625E+03,-1.532550097E+00,-2.428803921E+00, 3.722543955E+00
       218,-2.923666313E-02,-1.006229147E-01,-4.250492156E-02, 1.627104688E+04,-2.019123554E+00,-2.056643724E+00, 3.288299561E+00
       219,-2.812633105E-02,-1.005285084E-01,-4.311022162E-02, 2.420518750E+04,-1.323461771E+00,-1.856693149E+00, 3.144501686E+00
       220,-2.852841467E-02,-1.011289731E-01,-4.251085594E-02, 4.941484375E+02,-1.458016872E+00,-2.538000107E+00, 3.222321272E+00
       221,-8.994655311E-02, 3.219412267E-02, 2.258820087E-02,-4.411153125E+04,-1.931493044E+00,-6.243852377E-01, 4.404848576E+00
       222,-8.924335241E-02, 3.209504113E-02, 2.219735086E-02,-4.418489063E+04,-2.068287849E+00,-6.669085026E-01, 4.447292328E+00
       223,-2.779972181E-02,-1.016178429E-01,-4.251131415E-02, 1.022109375E+03,-1.315230489E+00,-2.477481604E+00, 2.840781212E+00
       224,-2.833740786E-02,-1.016432643E-01,-4.216302186E-02,-3.569898438E+03,-1.306542039E+00,-2.473347187E+00, 3.153550148E+00
       225,-5.465219915E-02,-1.208965182E-01, 8.258505724E-03,-3.157693750E+04, 2.189966917E+00, 5.730235577E-01, 4.101459503E+00
       226,-5.474034697E-02,-1.205957085E-01, 8.884782903E-03,-3.267404688E+04, 1.973105550E+00, 7.074794769E-01, 3.905739069E+00
       227,-6.976582855E-02,-1.232446507E-01,-8.011861704E-03,-5.223956250E+04,-1.072229505E+00, 1.069271415E-01,-1.210222363E+00
       228,-6.989845634E-02,-1.235130206E-01,-8.239924908E-03,-5.170600000E+04,-9.392898679E-01, 5.760221183E-02,-1.097358823E+00
       229, 7.032934809E-04,-6.592901796E-02, 2.788659371E-02,-6.049150000E+04,-5.538709760E-01,-4.303470552E-01,-8.981867433E-01
       230, 1.213539159E-03,-6.563773751E-02, 2.761716023E-02,-6.037498438E+04,-5.788217187E-01,-4.263899624E-01,-8.507789969E-01
       231,-7.399883866E-02,-1.200733036E-01,-2.080387063E-02, 3.710317969E+04, 1.633824468E+00, 8.578109555E-03, 2.705464125E+00
       232,-7.388626784E-02,-1.195396781E-01,-2.043931186E-02, 3.484039063E+04, 1.672003269E+00, 1.640635282E-01, 2.830771446E+00
       233,-5.926561728E-02,-1.221769154E-01,-4.811257822E-04,-1.416091406E+04, 2.349927187E+00, 2.546946108E-01, 3.811754942E+00
       234,-5.920589715E-02,-1.227153912E-01,-1.306332648E-03,-1.237070313E+04, 2.357811213E+00, 2.007164806E-01, 3.763235807E+00
       235,-5.872396752E-02,-1.223974377E-01,-3.545003710E-04,-1.485034375E+04, 2.329735994E+00, 2.312383652E-01, 3.817885399E+00
       236,-5.812486261E-02,-1.223271415E-01,-5.758681800E-05,-1.557676563E+04, 2.340505123E+00, 2.717916965E-01, 3.851718903E+00
       237,-7.272678614E-02,-1.200251654E-01,-2.058002353E-02, 3.234928906E+04, 1.732615471E+00, 4.959243909E-02, 3.036888361E+00
       238,-7.481005788E-02,-1.199928373E-01,-2.206599712E-02, 3.814413281E+04, 1.580173850E+00, 1.906922832E-02, 2.717428446E+00
       239,-7.469172776E-02,-1.194606721E-01,-2.170237340E-02, 3.632808203E+04, 1.650576115E+00, 1.607351601E-01, 2.893684626E+00
       240,-5.980088562E-02,-1.224943399E-01,-1.516888384E-03,-1.155297656E+04, 2.340687037E+00, 2.336995900E-01, 3.792276144E+00
       241, 5.758326733E-04,-6.632605195E-02, 2.697456442E-02,-6.042843750E+04,-5.673570037E-01,-4.274916351E-01,-9.022254348E-01
       242,-7.423254102E-02,-1.192364320E-01,-2.088745311E-02, 3.505172656E+04, 1.566390634E+00, 1.208890229E-01, 2.883272648E+00
       243,-6.006906182E-02,-1.223711893E-01,-2.379241167E-03,-1.102251563E+04, 2.314843416E+00, 1.920609772E-01, 3.746341944E+00
       244,-1.241743788E-01,-9.680013359E-02, 2.439821325E-02,-5.444867188E+04,-2.950695157E-01, 6.215538383E-01,-1.301215649E+00
       245,-1.249500960E-01,-9.715886414E-02, 2.414005622E-02,-5.478254688E+04,-3.402503133E-01, 5.384463072E-01,-1.318723917E+00
       246,-4.124075547E-02,-1.158189625E-01, 3.642049432E-02,-5.269065625E+04, 1.888907433E+00, 8.670856357E-01, 4.646754742E+00
       247,-4.104154184E-02,-1.163231581E-01, 3.596790880E-02,-5.332778125E+04, 1.848323226E+00, 8.580217957E-01, 4.446588039E+00
       248,-7.561801374E-02,-1.199011877E-01,-2.332945541E-02, 4.184387500E+04, 1.537822962E+00, 1.585994959E-01, 2.604510784E+00
       249,-7.549372315E-02,-1.193705574E-01,-2.296692133E-02, 4.117227734E+04, 1.597279429E+00, 2.290565968E-01, 2.767499447E+00
       250,-5.330889300E-02, 3.412749618E-02,-3.324699029E-02, 6.232149609E+04,-1.415328860E+00, 2.311700881E-01, 2.158297300E+00
       251,-5.339254811E-02, 3.442009166E-02,-3.427226841E-02, 6.431521875E+04,-1.306085348E+00, 1.987973601E-01, 2.053683043E+00
       252,-7.503410429E-02,-1.191513836E-01,-2.215263061E-02, 3.872639063E+04, 1.529045463E+00, 1.819153279E-01, 2.671282530E+00
       253,-4.201709479E-02,-1.156649590E-01, 3.457555920E-02,-5.556828125E+04, 1.939660788E+00, 8.423914313E-01, 4.822439671E+00
       254,-4.162901267E-02,-1.165243611E-01, 3.459974378E-02,-5.451509375E+04, 1.800216675E+00, 9.037740827E-01, 4.421583176E+00
       255,-7.583071291E-02,-1.190577075E-01,-2.341751568E-02, 4.041949609E+04, 1.505826712E+00, 2.197684348E-01, 2.519570112E+00
       256,-4.883951694E-02,-1.044977605E-01, 4.061848670E-02,-6.301765625E+04, 1.470272422E+00, 6.274556518E-01, 4.476029873E+00
       257,-4.855939001E-02,-1.032792628E-01, 4.117847979E-02,-5.787860938E+04, 1.609449506E+00, 5.306659341E-01, 4.583475590E+00
       258,-5.574428290E-02,-1.063440889E-01, 2.974328212E-02,-4.775640625E+04,-7.649180293E-01, 4.398522377E-01,-1.074103355E+00
       259,-5.550076440E-02,-1.068494022E-01, 2.951619588E-02,-4.769003125E+04,-7.341369987E-01, 4.372443557E-01,-1.082692862E+00
       260,-6.823129952E-02,-1.050310582E-01, 7.107507437E-03,-5.180776563E+04,-1.043954492E+00, 2.413979620E-01,-1.116539955E+00
       261,-6.780724227E-02,-1.061832458E-01, 7.675678469E-03,-5.181614063E+04,-9.293041825E-01, 3.163032830E-01,-1.149924278E+00
       262,-4.241248220E-02,-1.157955006E-01, 3.366544098E-02,-5.562242188E+04, 1.934722424E+00, 8.320478201E-01, 4.762763977E+00
       263,-4.222721979E-02,-1.167219579E-01, 3.323573619E-02,-5.566837500E+04, 1.909420967E+00, 8.955230713E-01, 4.452935696E+00
       264,-5.582604185E-02,-1.225194409E-01, 1.146665588E-02,-5.153987500E+04,-8.773096204E-01,-8.620572835E-02,-1.583850503E+00
       265,-5.550141260E-02,-1.227443144E-01, 1.176835038E-02,-5.131270313E+04,-6.581717730E-01,-9.793392569E-02,-1.487826109E+00
       266,-5.522648990E-02,-1.071925610E-01, 3.042117506E-02,-4.752935938E+04,-7.353481650E-01, 3.019428253E-01,-1.094005346E+00
       267,-5.630965903E-02,-1.064455062E-01, 2.836762369E-02,-4.787742188E+04,-7.628083825E-01, 3.569129109E-01,-1.126145482E+00
       268,-5.606631190E-02,-1.069526598E-01, 2.815360948E-02,-4.798204688E+04,-7.461412549E-01, 3.869375288E-01,-1.091390491E+00
       269,-4.281507060E-02,-1.159236208E-01, 3.275811300E-02,-5.545603125E+04, 1.949947834E+00, 8.273811936E-01, 4.835509300E+00
       270,-4.283628613E-02,-1.169158295E-01, 3.187598288E-02,-5.620326563E+04, 1.841941714E+00, 8.931295276E-01, 4.415694714E+00
       271,-5.538438633E-02,-1.227274686E-01, 1.134137344E-02,-5.016289063E+04,-7.613641620E-01,-1.479542404E-01,-1.533816934E+00
       272,-5.566056818E-02,-1.071555614E-01, 2.872564271E-02,-4.767700000E+04,-7.442037463E-01, 3.854140639E-01,-1.096260905E+00
       273,-4.803759605E-02,-1.048672870E-01, 4.028824344E-02,-6.070062500E+04, 1.771898150E+00, 6.942433715E-01, 4.830903053E+00
       274,-5.335304514E-02,-1.220084131E-01, 1.931471936E-02,-4.824639063E+04,-6.016438007E-01,-8.478178829E-02,-1.284197927E+00
       275,-5.259617046E-02,-1.215983108E-01, 1.890462637E-02,-4.885353125E+04,-7.559615970E-01,-1.371784359E-01,-1.561789751E+00
       276,-4.483344406E-02,-1.171773523E-01, 3.467918932E-02,-4.302365625E+04,-8.715172410E-01,-7.214374840E-02,-1.401520610E+00
       277,-4.467337951E-02,-1.176948398E-01, 3.422152996E-02,-4.256121875E+04,-9.329896569E-01, 4.132536799E-02,-1.474333286E+00
       278,-5.522390082E-02,-1.224292442E-01, 1.203364320E-02,-5.068906250E+04,-8.413438797E-01,-8.326956630E-02,-1.621582389E+00
       279,-5.688128248E-02,-1.065419167E-01, 2.699490450E-02,-4.862321875E+04,-7.783787847E-01, 3.461979330E-01,-1.153580666E+00
       280,-5.663810298E-02,-1.070510074E-01, 2.679398656E-02,-4.867585938E+04,-7.760089040E-01, 3.880713880E-01,-1.145629406E+00
       281,-5.197399482E-02,-1.214792579E-01, 1.999868825E-02,-4.792348438E+04,-7.338762283E-01,-1.479383856E-01,-1.549996972E+00
       282,-5.273537338E-02,-1.218995079E-01, 2.040725201E-02,-4.868104688E+04,-5.571349263E-01,-9.944846481E-02,-1.379732013E+00
       283,-5.721876025E-02,-1.071432829E-01, 2.543411404E-02,-4.871134375E+04,-7.943558693E-01, 4.071356356E-01,-1.114686608E+00
       284,-5.746177956E-02,-1.066321582E-01, 2.562191710E-02,-4.873857813E+04,-8.141097426E-01, 3.565746844E-01,-1.138842344E+00
       285,-4.582820088E-02,-1.173732802E-01, 3.349005058E-02,-4.233415625E+04,-8.004439473E-01,-6.327930093E-02,-1.449139833E+00
       286,-4.530937970E-02,-1.178839952E-01, 3.288299590E-02,-4.241110938E+04,-9.037215710E-01,-2.316046692E-02,-1.474749923E+00
       287,-5.623011291E-02,-1.072575003E-01, 2.736891247E-02,-4.851173438E+04,-7.888596654E-01, 3.601747453E-01,-1.149598837E+00
       288,-6.036374718E-02,-1.080599278E-01, 1.124911942E-02,-4.855804688E+04, 2.016068697E+00, 5.887356997E-01, 4.533431053E+00
       289,-6.056902185E-02,-1.075836197E-01, 1.052163262E-02,-4.690834375E+04, 2.107836008E+00, 4.614290297E-01, 4.600371838E+00
       290,-5.680606142E-02,-1.073540673E-01, 2.601592802E-02,-4.877387500E+04,-8.264075518E-01, 3.697388172E-01,-1.128788233E+00
       291, 4.848250654E-03,-5.406316370E-02, 5.609080195E-02,-4.589225000E+04,-8.182604313E-01, 1.162533388E-01,-6.655421853E-01
       292, 4.587685689E-03,-5.396839976E-02, 5.652244389E-02,-4.537360938E+04,-8.177090287E-01, 2.501822412E-01,-5.851745605E-01
       293, 6.001468282E-03,-5.351942033E-02, 5.729475617E-02,-4.368284375E+04,-8.227355480E-01, 1.687893867E-01,-4.036582708E-01
       294, 4.939074628E-03,-5.330418050E-02, 5.794140324E-02,-4.306426563E+04,-7.311246991E-01, 3.855216205E-01,-2.969278693E-01
       295, 5.969142541E-03,-5.380509049E-02, 5.660276115E-02,-4.536870313E+04,-7.547726631E-01, 5.359595269E-02,-5.787392855E-01
       296, 4.884001333E-03,-5.377848819E-02, 5.678305030E-02,-4.503068750E+04,-7.714418769E-01, 2.872982919E-01,-5.558953285E-01
       297,-8.621974289E-02,-1.041207537E-01,-3.782210127E-02, 7.635903125E+04, 9.177038074E-01,-6.647042185E-02, 1.654923797E+00
       298,-8.577691019E-02,-1.034634709E-01,-3.761572763E-02, 7.486914063E+04, 1.052036762E+00,-1.165612638E-01, 1.853713393E+00
       299, 3.900713753E-03,-5.350677297E-02, 5.887895823E-02,-4.366975000E+04,-7.379951477E-01, 1.187518537E-01,-2.978082597E-01
       300,-4.101301357E-02, 1.283631846E-02,-5.013990402E-02, 7.911945313E+04, 1.497314870E-01,-5.765635520E-02, 2.012022734E+00
       301,-3.983677924E-02, 1.235833671E-02,-4.954631627E-02, 7.391125000E+04, 1.132087186E-01,-1.393504590E-01, 2.218634129E+00
       302,-7.460824400E-02,-1.227758825E-01,-2.271226980E-02, 3.931475781E+04, 1.755312681E+00,-4.231088609E-02, 2.773535490E+00
       303,-7.501617074E-02,-1.225508302E-01,-2.326984331E-02, 4.103357813E+04, 1.629336596E+00,-1.141804680E-01, 2.693863392E+00
       304,-3.244661167E-02,-1.121442318E-01, 6.149442121E-02,-2.781839844E+04, 9.184725285E-01, 8.468307853E-01, 4.208343029E+00
       305,-3.276242316E-02,-1.116962805E-01, 6.196559593E-02,-2.700486719E+04, 1.020897985E+00, 8.891680241E-01, 4.099203587E+00
       306,-4.178114235E-02, 1.198746357E-02,-5.013990402E-02, 7.995889063E+04, 8.023855835E-02, 6.702085026E-03, 1.957482100E+00
       307, 4.634245764E-03,-5.359132588E-02, 5.744869262E-02,-4.440906250E+04,-8.256295323E-01, 3.593639433E-01,-4.004464149E-01
       308,-7.523658872E-02,-1.227869466E-01,-2.428513952E-02, 4.162283203E+04, 1.647892237E+00,-1.553418189E-01, 2.623355627E+00
       309,-7.527899742E-02,-1.222413629E-01,-2.487019263E-02, 4.156983984E+04, 1.715410829E+00,-1.612737775E-01, 2.780320883E+00
       310,-7.515563816E-02,-1.227945015E-01,-2.356402762E-02, 4.134989844E+04, 1.711211562E+00,-5.752578378E-02, 2.743983746E+00
       311,-8.565269411E-02,-1.048750952E-01,-3.830860183E-02, 7.610495313E+04, 9.226527810E-01,-6.096761301E-02, 1.909251094E+00
       312,-8.240455389E-02,-1.029686481E-01,-1.334017143E-02,-4.287289063E+04, 5.746191740E-02,-1.222527325E-01,-4.596082121E-02
       313,-8.295322955E-02,-1.021983027E-01,-1.354673319E-02,-4.194129688E+04, 4.299788475E-01,-1.463230103E-01, 1.283505201E+00
       314,-3.314477578E-02,-1.115846410E-01, 6.149561703E-02,-2.613560156E+04, 8.276333213E-01, 9.486470222E-01, 4.062613964E+00
       315,-8.465472609E-02, 1.496010274E-02, 4.031696171E-02,-5.906840625E+04,-1.544875979E+00,-4.998401105E-01, 4.845762253E+00
       316,-8.513892442E-02, 1.481310930E-02, 4.106627405E-02,-5.837523438E+04,-1.556833267E+00,-5.075668693E-01, 4.837310314E+00
       317,-6.815551221E-02,-1.213049740E-01,-4.086363129E-03,-5.273239063E+04,-8.741469979E-01, 6.447241455E-02,-1.086647511E+00
       318,-6.790572405E-02,-1.205503717E-01,-3.924369812E-03,-5.283181250E+04,-8.871037364E-01, 2.457026690E-01,-1.081557512E+00
       319,-8.519658446E-02, 1.479203533E-02, 3.968297690E-02,-5.815625000E+04,-1.553883314E+00,-5.444205999E-01, 4.703429222E+00
       320,-8.976386487E-02,-1.024898440E-01,-4.102913290E-02, 9.524913281E+04, 3.228224814E-01, 3.012254238E-01, 6.938384771E-01
       321,-9.056111425E-02,-1.021996439E-01,-4.122347385E-02, 9.992546094E+04,-4.115204513E-02, 5.375152826E-01, 2.282470912E-01
       322,-1.461734772E-01,-3.687803447E-02, 5.689836293E-02,-3.547159375E+04,-3.968268866E-04, 3.730213642E-01,-8.060567379E-01
       323,-1.459176540E-01,-3.689817339E-02, 5.639669299E-02,-3.587623438E+04, 2.636954421E-03, 3.889799714E-01,-8.892911077E-01
       324,-6.753804535E-02,-1.207263023E-01,-3.041151911E-03,-5.323392188E+04,-8.575851321E-01, 1.557806283E-01,-1.104353309E+00
       325,-8.262090385E-02,-1.025429964E-01,-1.439806633E-02,-4.287326563E+04,-7.549878210E-02,-3.275216520E-01, 4.674900472E-01
       326,-8.302158117E-02,-1.021806747E-01,-1.415691618E-02,-4.253629688E+04, 3.536505699E-01, 9.307409823E-02, 1.220375657E+00
       327,-3.660006076E-02, 9.245201945E-03,-5.038013309E-02, 4.925987500E+04, 9.801335633E-02,-5.108430237E-02, 3.108166933E+00
       328,-3.747169301E-02, 9.735707194E-03,-5.038013309E-02, 5.702742969E+04, 7.000455260E-02,-1.014176086E-01, 2.826423407E+00
       329,-1.460654140E-01,-3.655769676E-02, 5.618533120E-02,-3.595251563E+04,-5.409980658E-03, 3.693025708E-01,-8.563706279E-01
       330,-9.784264117E-02,-1.166942790E-01,-3.734374791E-02,-5.812339063E+04,-4.641687274E-01, 3.373782337E-01,-1.120099306E+00
       331,-9.785708785E-02,-1.172740906E-01,-3.746417165E-02,-5.853590625E+04,-4.412229955E-01, 2.342023998E-01,-1.082990408E+00
       332, 2.439816017E-03,-6.287529320E-02, 3.386960924E-02,-5.966396875E+04,-6.280233860E-01,-4.122305512E-01,-9.458786845E-01
       333, 2.094282769E-03,-6.310678273E-02, 3.342361748E-02,-6.004789063E+04,-6.345099807E-01,-4.301335812E-01,-9.493072629E-01
       334,-9.774836153E-02,-1.173188165E-01,-3.814734891E-02,-5.648153125E+04,-5.202276707E-01, 2.206706256E-01,-9.707426429E-01
       335,-9.791220725E-02,-1.169586256E-01,-3.848106042E-02,-5.518482813E+04,-4.761534929E-01, 2.736141682E-01,-9.506033659E-01
       336, 2.275002887E-03,-6.346803159E-02, 3.248985112E-02,-6.046343750E+04,-6.649786234E-01,-4.863253832E-01,-1.019501209E+00
       337,-3.657874092E-02, 9.289588779E-03,-3.532738239E-02,-8.343656250E+04,-6.827749014E-01,-7.991525531E-02, 1.906939626E+00
       338,-3.617568687E-02, 8.822828531E-03,-3.571684659E-02,-7.131837500E+04,-1.120994091E+00,-8.671629429E-01, 2.317742348E+00
       339,-1.434892416E-01,-3.681663796E-02, 5.421641842E-02,-3.828332813E+04,-1.432871260E-02,-1.478689790E+00, 3.833008051E+00
       340,-1.427815259E-01,-3.633592278E-02, 5.446589738E-02,-3.993531250E+04, 4.533777758E-02,-1.108238935E+00, 3.305504799E+00
       341,-8.090002835E-02, 3.461974487E-02, 7.468037307E-03,-2.661571875E+04,-2.245646715E+00,-3.843811154E-01, 4.002875328E+00
       342,-8.119587600E-02, 3.478289023E-02, 6.835726090E-03,-2.681517188E+04,-2.203290701E+00,-3.625782132E-01, 3.951804876E+00
       343,-8.904507011E-02,-1.177277043E-01,-4.153907299E-02, 8.921933594E+04, 4.833849370E-01, 3.484823406E-01, 1.043998122E+00
       344,-8.863247931E-02,-1.181405932E-01,-4.119601846E-02, 8.747592969E+04, 8.098282218E-01, 5.482168868E-02, 1.234110117E+00
       345,-8.955775201E-02,-1.173249260E-01,-4.241327941E-02, 9.147842188E+04, 7.290273309E-01, 1.626483500E-01, 1.056031466E+00
       346,-6.964811683E-02,-1.051946208E-01, 2.970834263E-03,-5.241514063E+04,-8.576031327E-01, 3.392520845E-01,-1.199600697E+00
